id;CensusTract;County;Borough;TotalPop;Men;Women;Hispanic;White;Black;Native;Asian;Citizen;Income;IncomeErr;IncomePerCap;IncomePerCapErr;Poverty;ChildPoverty;Professional;Service;Office;Construction;Production;Drive;Carpool;Transit;Walk;OtherTransp;WorkAtHome;MeanCommute;Employed;PrivateWork;PublicWork;SelfEmployed;FamilyWork;Unemployment;Latitude;Longitude;State;location
996;36047094401;Kings;Brooklyn;3916;1749;2167;3.8;0.2;95.3;0;0;2613;66167;12130;26921;3033;14;19.7;26.8;35.2;21.4;6.4;10.3;32.6;3.6;60.7;0;0;3.1;50.7;1985;74;23.1;2.9;0;15.8;406.360.301.508;-739.254.271.357;NY;40.6360301508 -73.9254271357
997;36047094402;Kings;Brooklyn;2907;1039;1868;8.8;2;88.2;0;0.9;1866;23417;12218;12846;2161;33.6;32.5;24.6;34.8;29.7;1;9.9;15.4;9.7;66.5;8.3;0;0;45.9;816;61.3;33.2;5.5;0;19.1;406.337.688.442;-739.222.613.065;NY;40.6337688442 -73.9222613065
998;36047094600;Kings;Brooklyn;1990;885;1105;7.6;3.3;84.9;3.5;0;1184;60950;5772;32512;9073;11.7;13.7;33.5;30.3;15.8;12.3;8.1;41.3;8.1;48.8;0;1.8;0;43.1;887;74.6;25.4;0;0;10.8;406.428.140.704;-739.254.271.357;NY;40.6428140704 -73.9254271357
999;36047095000;Kings;Brooklyn;3236;1367;1869;2.9;3.1;93;0;0;2338;68854;13803;26373;3440;11.5;16.2;28.8;26.6;27.2;7.5;9.8;32;5.8;55.8;3.9;0.3;2.1;48.7;1605;65.8;30.2;4;0;11;406.360.301.508;-739.190.954.774;NY;40.6360301508 -73.9190954774
1000;36047095400;Kings;Brooklyn;4852;2185;2667;1.3;1;96.2;0;1.3;3010;72610;18106;23966;2805;11.6;13.4;33.1;29.4;19.9;4.6;13;37.2;4.4;53.7;3.3;0;1.4;49.8;2505;72.6;20;7.5;0;8.9;406.360.301.508;-739.159.296.482;NY;40.6360301508 -73.9159296482
1001;36047095600;Kings;Brooklyn;4618;1914;2704;6.3;4;82;0;7.7;2862;65459;8737;23883;2770;15.4;26.4;25.5;39.9;15.9;8.2;10.6;31.4;3.7;58.7;4.7;1.4;0;50.6;2439;74.9;21.1;4;0;6.4;406.337.688.442;-739.159.296.482;NY;40.6337688442 -73.9159296482
1002;36047095800;Kings;Brooklyn;3840;1740;2100;11.9;4;77.2;0;5.6;2654;62431;10888;26339;4996;13.9;17.3;35.4;24.2;22.5;8.7;9.3;28.9;3.9;57.7;5.4;1.7;2.5;49.9;1875;78.6;15.4;6;0;8.8;406.382.914.573;-739.127.638.191;NY;40.6382914573 -73.9127638191
1004;36047096200;Kings;Brooklyn;1828;820;1008;8.2;4.3;86.8;0;0.7;1309;64750;8474;23068;3638;20.3;21.7;28;26.1;24.8;7.5;13.6;31.3;7.7;52.7;6.2;0;2.1;51.4;969;64;30.3;5.7;0;3;406.450.753.769;-739.127.638.191;NY;40.6450753769 -73.9127638191
1005;36047096400;Kings;Brooklyn;2212;1016;1196;9.5;2.5;83;0;3.4;1359;51631;4407;21308;3656;22.3;45.5;30.1;30;20.4;8.4;11.2;34.8;3.9;57.9;3.5;0;0;44.2;1128;68.4;24;7.6;0;7.4;406.405.527.638;-739.095.979.899;NY;40.6405527638 -73.9095979899
1006;36047096600;Kings;Brooklyn;2359;1201;1158;14.2;5.6;73.5;0;2.7;1487;70625;24724;31033;9072;10.8;26.1;25.2;26.5;19.3;13.2;15.8;40.1;4.6;54.4;0.7;0.3;0;43.6;1237;76.6;18.1;5.3;0;4.9;406.405.527.638;-739.032.663.317;NY;40.6405527638 -73.9032663317
1007;36047096800;Kings;Brooklyn;1481;558;923;8.6;16.2;69.3;0;5.9;997;62250;31548;27919;6266;14.7;11.4;45.3;21.2;20.9;7.1;5.5;39.7;8.2;45.2;2.9;1.3;2.6;42.2;561;78.3;21.7;0;0;11.8;406.428.140.704;-739.032.663.317;NY;40.6428140704 -73.9032663317
1008;36047097000;Kings;Brooklyn;2186;851;1335;8.6;8.7;81.1;0;1.7;1386;81548;18633;31619;4852;13;21;34;26.4;18.9;6.9;13.9;35.5;6.2;54.7;2.7;0;0.9;47.1;1183;63;33.1;3.9;0;10.2;406.450.753.769;-739.095.979.899;NY;40.6450753769 -73.9095979899
1009;36047097400;Kings;Brooklyn;3142;1284;1858;12.6;7.1;76.4;0;1.3;1971;56992;5307;18334;2309;19.1;10.6;34.8;32.5;17.1;4.7;10.9;22.9;11.2;59.6;1.9;1.1;3.3;48.8;1079;74;22.2;3.9;0;7.9;406.450.753.769;-739.001.005.025;NY;40.6450753769 -73.9001005025
1010;36047098200;Kings;Brooklyn;4124;1544;2580;17.3;0;82.3;0;0;2614;19720;2621;12376;1847;42.6;58.1;21.5;41.7;20.6;2.2;13.9;9.1;5.7;74;10.4;0.9;0;48.4;1361;66.3;30.1;3.6;0;14.3;406.473.366.834;-738.969.346.734;NY;40.6473366834 -73.8969346734
1011;36047098400;Kings;Brooklyn;2035;888;1147;2.4;3.6;91.8;0;2.1;1336;71146;11363;26168;5205;19.1;41.6;46;23.5;23.5;3.8;3.3;28;5.3;61.3;1.2;2.1;2.1;48.9;976;70.8;24.6;4.6;0;5;406.450.753.769;-738.937.688.442;NY;40.6450753769 -73.8937688442
1012;36047098600;Kings;Brooklyn;3362;1514;1848;5.8;1.3;88.6;0;1.9;2072;69375;8713;24624;2324;8;15.4;38.1;26.7;17.1;4.1;14;30.4;5.4;58.6;3.9;0.6;1;58.2;1770;72.4;22.7;4.9;0;8.5;406.428.140.704;-738.969.346.734;NY;40.6428140704 -73.8969346734
1013;36047098800;Kings;Brooklyn;3117;1448;1669;6;7.4;84.8;0;0.9;2054;59348;17606;24914;3123;16.4;27.2;37.5;31.3;17.7;9.9;3.6;32.3;7.2;48.7;8.6;1.7;1.4;41.8;1374;73.3;21.3;5.4;0;9.5;406.405.527.638;-738.969.346.734;NY;40.6405527638 -73.8969346734
1014;36047099000;Kings;Brooklyn;1552;740;812;5.2;6;84.3;0;2.5;919;75208;18843;33300;10816;15.1;15.8;25.4;27;25.7;8.9;13;42.5;7.1;37.9;8;1.8;2.8;40.9;795;76;18.6;5.4;0;10.6;406.382.914.573;-739.001.005.025;NY;40.6382914573 -73.9001005025
1015;36047099200;Kings;Brooklyn;2103;912;1191;5.9;3.9;84.9;2.3;0.9;1244;66964;16020;21461;2692;20.6;28.7;25.7;33.3;24;7.4;9.5;30.8;1.5;60;1.5;1.2;5;51.2;995;75.3;19.2;5.5;0;9.7;406.360.301.508;-739.032.663.317;NY;40.6360301508 -73.9032663317
1016;36047099400;Kings;Brooklyn;2023;995;1028;10.8;8.4;79.2;1.6;0;1242;64043;10890;25690;3707;16.7;37.6;32.8;24.2;19.2;9.3;14.5;37.5;5.6;54;0.4;2.1;0.5;50.3;1089;71.3;28.3;0.5;0;5.7;406.337.688.442;-739.064.321.608;NY;40.6337688442 -73.9064321608
1017;36047099600;Kings;Brooklyn;3819;1785;2034;2.9;4.8;88.2;0;4;2363;64375;11307;29025;6815;9.9;13.3;35;27.5;19.2;4.9;13.3;34.1;10;51.3;2.1;2.5;0;52.3;1930;70.8;24;5.2;0;14.5;406.315.075.377;-739.095.979.899;NY;40.6315075377 -73.9095979899
1018;36047099800;Kings;Brooklyn;3702;1707;1995;4;3.5;90.1;0;1;2305;72143;13181;27374;4122;10.3;23.3;36.9;23.5;15.4;8.3;15.9;44.9;8.2;44.6;0;1.6;0.7;48.2;1933;71.8;25;3.2;0;6.8;406.269.849.246;-739.159.296.482;NY;40.6269849246 -73.9159296482
1019;36047100400;Kings;Brooklyn;2831;1329;1502;1.8;5.8;86.8;2.3;1.9;1838;66105;5903;27063;2604;8.2;14.6;38.9;24.2;22.9;5.2;8.7;38.1;6.5;53.3;2.1;0;0;48;1456;74.3;22;3.7;0;9.5;406.292.462.312;-739.032.663.317;NY;40.6292462312 -73.9032663317
1020;36047100600;Kings;Brooklyn;2561;1336;1225;3;3.3;86.1;0.7;1.6;1723;65096;10989;27450;2588;13.9;23.3;37.7;26.1;15.6;8.4;12.2;34.4;5.8;56;0.9;0.6;2.3;53.7;1408;80;15.9;4;0;10.5;406.315.075.377;-739.001.005.025;NY;40.6315075377 -73.9001005025
1021;36047100800;Kings;Brooklyn;2138;985;1153;7.6;9.4;78.6;0;3.5;1496;60446;8801;24987;4488;24;33.3;36.3;25.7;25.5;3.5;9.1;45.9;7.1;41.1;1.9;1.9;1.9;51.7;994;78.5;16;5.5;0;12.7;406.337.688.442;-738.969.346.734;NY;40.6337688442 -73.8969346734
1022;36047101000;Kings;Brooklyn;2042;942;1100;14.4;5.2;72.2;0;8.2;1406;59840;6304;25759;3510;11.6;13;47.2;28.7;15.9;1.6;6.7;30.7;6.6;58.9;1.1;1.2;1.5;55;902;73.3;24.4;2.3;0;12.5;406.360.301.508;-738.969.346.734;NY;40.6360301508 -73.8969346734
1023;36047101200;Kings;Brooklyn;2144;971;1173;7.7;6.1;79.3;0;4.2;1455;64760;13498;24591;3147;8.2;5.9;32.8;26.3;23.7;11;6.1;37.1;6.9;54;0.5;1.5;0;46.7;987;72.9;20.5;6.6;0;10.7;406.382.914.573;-738.937.688.442;NY;40.6382914573 -73.8937688442
1024;36047101400;Kings;Brooklyn;2240;972;1268;4.1;3.5;87.8;0;3.5;1507;60969;7977;25758;3047;13.4;16.3;35.9;30.9;25.1;3;5.1;28.6;10.5;58.2;1.1;0.5;1.1;48.8;1123;67.1;32;1;0;9.1;406.405.527.638;-738.906.030.151;NY;40.6405527638 -73.8906030151
1025;36047101600;Kings;Brooklyn;1594;765;829;1.3;7.7;86.1;0;2.9;1028;98208;10628;30819;2701;2.8;0;39.8;15.4;26.4;7.6;10.9;43;2.6;44;5.8;4.6;0;46.5;800;66.1;30.5;3.4;0;11.2;406.428.140.704;-738.874.371.859;NY;40.6428140704 -73.8874371859
1026;36047101800;Kings;Brooklyn;1718;798;920;4.7;2;90.3;0;1.2;1401;73667;22338;41643;5091;5.1;0;46;18.4;23.8;6.6;5.2;49.6;3.3;35.5;0.5;0;11.1;47.9;1102;68.7;30.5;0.8;0;3.9;406.382.914.573;-738.906.030.151;NY;40.6382914573 -73.8906030151
1027;36047102000;Kings;Brooklyn;2132;1027;1105;4.5;9.6;83;0;2.9;1358;84563;30851;28350;4808;14.7;17.5;36.4;23.8;19.9;6.9;13;40.7;3.6;53.4;1.3;0;1;53.8;959;67.2;30.3;2.5;0;11.1;406.382.914.573;-738.874.371.859;NY;40.6382914573 -73.8874371859
1028;36047102200;Kings;Brooklyn;2205;998;1207;2.9;6.1;73.9;0;15.2;1245;57143;14722;24697;3890;13.3;14.7;43.1;22;19.9;2.6;12.4;41.8;5.2;47.9;3.3;0;1.7;52.8;1110;67.1;27.8;5;0;7.9;406.360.301.508;-738.906.030.151;NY;40.6360301508 -73.8906030151
1029;36047102400;Kings;Brooklyn;2110;966;1144;2.5;4.8;82.9;0;9.9;1418;74009;8535;24783;2361;3.6;1.9;31;25.8;27.8;8;7.3;38.6;5;53.4;3.1;0;0;50.8;1009;75;21.7;3.3;0;14.8;406.315.075.377;-738.937.688.442;NY;40.6315075377 -73.8937688442
1030;36047102600;Kings;Brooklyn;2508;1066;1442;3.7;3.3;91.3;0;0;1604;67955;12777;28338;2600;7.2;10.5;32.8;33.5;19.5;5.8;8.5;40.1;4.7;47.9;3.1;2.8;1.5;49.4;1312;70.7;22.9;6.4;0;4.2;406.292.462.312;-739.001.005.025;NY;40.6292462312 -73.9001005025
1031;36047102800;Kings;Brooklyn;1529;745;784;3.5;2.7;91.4;0;2.4;974;62216;14720;27466;3287;10.3;6.4;31.9;25.4;26.9;5.9;9.9;37.1;8.1;50.6;3;1.3;0;52.4;811;73.9;24.9;1.2;0;13.5;406.224.623.116;-739.001.005.025;NY;40.6224623116 -73.9001005025
1032;36047103400;Kings;Brooklyn;4029;1473;2556;24;7.9;59.6;7.4;0;2595;18158;10181;11721;2495;43.5;52.3;19.3;29.7;36.2;5.9;9;17.7;5.9;68.8;0;4.3;3.4;59.9;1025;60.1;37.8;2.1;0;25.7;406.292.462.312;-738.874.371.859;NY;40.6292462312 -73.8874371859
1033;36047105801;Kings;Brooklyn;6403;2815;3588;19.4;26.1;53.3;0.3;0;4874;25276;5419;18265;3524;34.1;32.5;41;25.3;24.9;3;5.7;21.3;9;62.1;7.6;0;0;52.5;2130;63.7;36.3;0;0;13.8;406.450.753.769;-738.842.713.568;NY;40.6450753769 -73.8842713568
1034;36047105804;Kings;Brooklyn;6416;2327;4089;20.7;24;47.7;0.9;5.6;4795;27649;9063;16899;1645;32.8;29.3;31;36.2;22;4.6;6.2;28.5;6.4;61.7;3.5;0;0;51.2;2150;63.9;32.4;3.7;0;15.3;406.405.527.638;-738.906.030.151;NY;40.6405527638 -73.8906030151
1035;36047107000;Kings;Brooklyn;1141;517;624;25.3;0.6;65.3;0.6;7.4;907;77768;18588;34148;8705;3.6;4.4;41.3;23.1;25.3;7;3.3;26.4;10.9;61.9;0;0.8;0;52.6;629;74.1;25.1;0.8;0;11.7;406.360.301.508;-738.811.055.276;NY;40.6360301508 -73.8811055276
1036;36047107800;Kings;Brooklyn;3988;1696;2292;9.3;2.5;83.2;0;0;3180;59455;3877;29980;2600;8.6;11.1;31.6;28.8;21.6;8.1;9.9;29;3.9;61.4;2.2;1.2;2.2;54.5;2119;68.4;30.2;1.4;0;12.3;40.654.120.603;-738.842.713.568;NY;40.654120603 -73.8842713568
1037;36047109800;Kings;Brooklyn;2160;1084;1076;11.2;3.9;80.4;0.8;1.9;1138;43664;12355;16963;3300;24.3;23.6;37.8;26.5;25.4;2.8;7.5;28.3;5.4;62.5;0.9;2.9;0;54.2;855;71.5;21.8;6.8;0;19.6;406.473.366.834;-739.064.321.608;NY;40.6473366834 -73.9064321608
1038;36047110400;Kings;Brooklyn;4948;2412;2536;21.5;1.6;76.6;0;0;3290;44063;19001;18133;2376;22;24.2;18;37.8;21.6;4.1;18.5;13.6;5.2;70.9;5.2;1.1;4.1;49.8;1996;75.3;22.1;1.6;1;11.4;406.518.592.965;-738.937.688.442;NY;40.6518592965 -73.8937688442
1039;36047110600;Kings;Brooklyn;4438;1555;2883;23.1;0;75.2;0;0;2890;24564;5588;12792;1861;38.5;56.4;19.7;34;35.5;2;8.9;18.1;5.3;71.1;3.8;0.5;1.1;50.8;1521;73.6;23.7;2.8;0;13.9;406.563.819.095;-738.842.713.568;NY;40.6563819095 -73.8842713568
1040;36047111000;Kings;Brooklyn;3400;1342;2058;23.7;0.3;69;0;0;2167;16716;3400;14972;6676;46.1;51;19.7;45.8;27.1;2.1;5.2;13;0;75.2;10;1.9;0;52.7;937;61.2;31.7;7.2;0;22.2;406.586.432.161;-738.811.055.276;NY;40.6586432161 -73.8811055276
1041;36047111600;Kings;Brooklyn;3739;1600;2139;22.5;3.4;73.9;0;0;1710;36175;6860;16288;4262;37.8;44.3;34.6;31.7;21.9;4.1;7.8;15.4;5.3;71.3;7.2;0;0.8;48.5;1107;69;25.2;2.3;3.4;8.5;406.609.045.226;-738.811.055.276;NY;40.6609045226 -73.8811055276
1042;36047111800;Kings;Brooklyn;2986;1308;1678;13.5;1.3;85.2;0;0;1854;33160;6989;16366;3748;35.8;47.2;25;33.2;22.2;6.6;13.1;24.1;3.7;70.3;2;0;0;41.5;965;74;24;2;0;16.8;406.676.884.422;-738.779.396.985;NY;40.6676884422 -73.8779396985
1043;36047112000;Kings;Brooklyn;3221;1513;1708;27.8;2.3;69.9;0;0;1944;21507;7801;13111;2974;40.8;59.3;22.4;38;15.7;9.7;14.2;10.1;2.4;80.4;5.4;0;1.7;41.7;1124;87.4;10.4;2.2;0;16.5;406.654.271.357;-738.811.055.276;NY;40.6654271357 -73.8811055276
1044;36047112200;Kings;Brooklyn;3755;1429;2326;21.1;5.6;70.3;0.9;2.1;1910;30987;12668;13030;2320;33.4;44.3;15.6;55.9;18.9;1.3;8.2;11;0.9;85.6;1.5;0;1;58.1;1215;84.9;13.7;1.5;0;6.5;406.631.658.291;-738.874.371.859;NY;40.6631658291 -73.8874371859
1045;36047112400;Kings;Brooklyn;3399;1517;1882;15.3;0.1;82.6;0;0;2253;40707;14455;20695;4327;34.8;36.3;29;36.4;22.7;6.9;5.1;20.1;1.7;52.9;6.9;5.1;13.3;54.2;1443;74.5;18;6.1;1.4;6.4;406.654.271.357;-738.874.371.859;NY;40.6654271357 -73.8874371859
1046;36047112600;Kings;Brooklyn;3826;1858;1968;27.6;3.8;67.4;0;1.2;2297;40323;8025;16560;2457;30.7;39;11.1;39.7;26.1;13.4;9.6;27.9;1.3;61.5;5.6;3.7;0;44.6;1480;77.7;16.4;5.9;0;17.8;406.654.271.357;-738.937.688.442;NY;40.6654271357 -73.8937688442
1047;36047112800;Kings;Brooklyn;3829;1824;2005;12.2;5.7;79.5;0;1.8;1988;34028;14314;17953;2973;35.4;54.7;20.8;42.9;21;9.8;5.5;16.7;2.5;65.8;10.8;0;4.2;42.3;1641;76.3;15.1;8.6;0;14.2;406.609.045.226;-738.937.688.442;NY;40.6609045226 -73.8937688442
1048;36047113000;Kings;Brooklyn;4386;1868;2518;18;0;82;0;0;2278;29038;8325;13624;2866;42.2;70.8;19.9;44.3;20.6;7.1;8.1;18.7;6.2;71.7;3.4;0;0;48;1557;80.3;17.7;2.1;0;17.5;406.631.658.291;-738.969.346.734;NY;40.6631658291 -73.8969346734
1049;36047113200;Kings;Brooklyn;1917;901;1016;9.3;0;87.9;0.8;0.5;1333;49250;10009;22009;2512;14.1;20;24.9;42.5;19.2;5.1;8.4;23.3;4.4;64.7;2.9;3.8;0.8;42.5;968;71.8;25.7;2.5;0;9.4;406.586.432.161;-739.001.005.025;NY;40.6586432161 -73.9001005025
1050;36047113400;Kings;Brooklyn;3107;1430;1677;37;0.7;61.3;0;0.5;1759;19205;6338;11457;2888;47.6;54.7;23.1;48;14;6.4;8.5;8.8;0;77.6;6.4;2.6;4.6;47.3;831;80.7;19.3;0;0;19;406.676.884.422;-739.001.005.025;NY;40.6676884422 -73.9001005025
1051;36047114201;Kings;Brooklyn;1748;906;842;63.9;5.5;20;0;5;1048;45682;17727;21496;4254;20.6;36;19.8;32.6;16.9;18.5;12.2;26;12.8;51.6;2.6;0;7;42.4;777;77.6;11.2;11.2;0;8.7;406.789.949.749;-739.032.663.317;NY;40.6789949749 -73.9032663317
1052;36047114202;Kings;Brooklyn;2656;1285;1371;57;1.3;38.9;0;1;1681;41352;4108;16303;2010;15.9;22;33.1;27;25.2;6.8;8;31;6.9;57;0.6;0;4.5;50.1;1125;79.8;18.9;1.2;0;10.6;406.812.562.814;-738.937.688.442;NY;40.6812562814 -73.8937688442
1053;36047114400;Kings;Brooklyn;2587;1006;1581;37.5;1.1;59.8;0;0;1333;26429;4459;12645;3803;43.9;57.2;11.8;42.8;25.5;11.2;8.7;9.7;2.1;78.1;8.1;0.9;1;42.2;878;80.2;17.9;1.9;0;11.3;406.722.110.553;-739.001.005.025;NY;40.6722110553 -73.9001005025
1054;36047114600;Kings;Brooklyn;3119;1376;1743;67.9;0.9;26.7;0.6;1.4;1515;30101;5137;14208;1981;32.6;41.3;12.6;40.6;22.1;9.2;15.5;23.7;6.3;62.3;4.2;3.1;0.5;44.5;1186;79.6;10.5;9.9;0;12;406.789.949.749;-738.937.688.442;NY;40.6789949749 -73.8937688442
1055;36047115000;Kings;Brooklyn;2776;1430;1346;42.2;0.6;46.9;1.2;3.5;1593;40104;19545;17981;2706;29.8;23.2;22.8;32.6;25.7;8.7;10.1;33.2;2.1;55.1;5.6;1.4;2.6;44.7;1143;80.5;15.4;3.3;0.8;12.1;406.722.110.553;-738.874.371.859;NY;40.6722110553 -73.8874371859
1056;36047115200;Kings;Brooklyn;3213;1471;1742;27.6;0.9;61.6;0;4.6;1701;32500;6045;14996;2099;35.9;40.5;26.3;28.5;18.2;13.9;13.2;25.4;1;69.1;2.2;0;2.4;46;1117;79.9;16.4;3.7;0;8.5;406.722.110.553;-738.906.030.151;NY;40.6722110553 -73.8906030151
1057;36047115600;Kings;Brooklyn;4154;1523;2631;33.8;0.3;63.5;0.8;1.4;2097;15854;7578;12296;2660;49.2;68.9;16.7;38.9;21.8;6.8;15.8;18.7;1.4;74.9;3.4;0;1.7;41.3;1242;85.5;9.5;5;0;18.2;406.676.884.422;-738.969.346.734;NY;40.6676884422 -73.8969346734
1058;36047115800;Kings;Brooklyn;2938;1601;1337;30;1.5;65.4;0;0;1821;44142;4082;19241;2635;23.7;42.2;17.6;38.3;23.2;11.4;9.6;27;4;61.2;6;1.8;0;47.3;1257;75.2;20.4;4.4;0;16.1;406.676.884.422;-738.937.688.442;NY;40.6676884422 -73.8937688442
1059;36047116000;Kings;Brooklyn;2139;920;1219;32;0;65.7;0;1;1313;26745;6137;17127;2230;25.9;30.5;28.3;31.8;28.4;1.6;9.9;20.3;2.2;70.2;5.6;1.2;0.6;46.8;880;81.4;16;2.6;0;8.8;406.676.884.422;-738.874.371.859;NY;40.6676884422 -73.8874371859
1060;36047116200;Kings;Brooklyn;2073;907;1166;12.9;0.2;86;0;0.9;1445;42829;3837;21635;3112;26.1;47;24.2;32;26;3.8;14;32.8;8.5;51.8;4.8;2.1;0;44.4;950;71.4;26;2.6;0;12.9;406.699.497.487;-738.842.713.568;NY;40.6699497487 -73.8842713568
1061;36047116400;Kings;Brooklyn;3104;1509;1595;38.2;1.1;57.5;0;1.9;1950;40357;5080;16343;2845;29.1;43.1;22.1;30.1;24.2;4.3;19.3;26.3;8.6;53.6;10.6;0;0.8;40;1108;76.4;18.1;5.4;0;13.2;406.699.497.487;-738.811.055.276;NY;40.6699497487 -73.8811055276
1062;36047116600;Kings;Brooklyn;2865;1473;1392;33.2;2.5;59.2;0;0.7;1569;33892;4272;14171;2438;29.8;35.4;24.6;25.3;24.8;11.3;14.1;18.6;2.4;71.6;3.6;1;2.7;42.8;989;84.3;13.2;2.4;0;14.7;406.744.723.618;-738.842.713.568;NY;40.6744723618 -73.8842713568
1063;36047116800;Kings;Brooklyn;1579;800;779;51;2.8;41.8;0;4.4;692;31983;12924;14593;2714;38.3;51.9;16.9;38.9;16.9;18.2;9.1;14.2;8.8;73.4;2.8;0.6;0.1;43.7;681;83.3;8.8;7.9;0;3.7;406.767.336.683;-738.842.713.568;NY;40.6767336683 -73.8842713568
1064;36047117000;Kings;Brooklyn;1606;751;855;60;4;28.8;0;3.1;812;35889;3239;14583;3070;23.6;29.3;12.4;33.7;33.5;7.6;12.8;13;1.3;57.4;25.6;0;2.7;37.3;603;79.6;8.1;12.3;0;16.1;406.767.336.683;-738.874.371.859;NY;40.6767336683 -73.8874371859
1065;36047117201;Kings;Brooklyn;2536;1299;1237;72.7;2.4;17.1;0;5.1;1382;51042;12241;18055;2348;24.8;31.3;20.2;27.7;26.3;6.1;19.7;28.8;0;62.3;6.3;0.7;1.8;49.7;1009;92.2;5.6;2.2;0;10;406.812.562.814;-738.874.371.859;NY;40.6812562814 -73.8874371859
1066;36047117202;Kings;Brooklyn;3121;1463;1658;59.1;3.8;32.3;0;2.9;1814;52260;12591;23274;3842;11.3;11.3;18.8;27.4;24.9;14.4;14.6;15;1.6;74.7;2.5;1.8;4.4;41.9;1456;79.5;15.3;5.2;0;5.5;406.812.562.814;-738.842.713.568;NY;40.6812562814 -73.8842713568
1067;36047117400;Kings;Brooklyn;4268;2070;2198;71;2.5;13.1;0;12.5;2291;53549;6917;17042;2900;24;24;10.7;28.3;27.3;15.2;18.5;19.2;7.1;60.8;10.4;1.2;1.3;40.9;1825;91.3;6;2.7;0;6.3;406.812.562.814;-738.811.055.276;NY;40.6812562814 -73.8811055276
1068;36047117601;Kings;Brooklyn;3037;1435;1602;73.4;4.8;19;0;2.8;1427;44088;5935;15111;2269;26.2;35.8;15.7;26.5;26.1;15.2;16.5;17;7.3;69;4.7;0.7;1.2;43.4;1292;82.9;11.5;5.6;0;9.1;406.835.175.879;-738.779.396.985;NY;40.6835175879 -73.8779396985
1069;36047117602;Kings;Brooklyn;2800;1263;1537;74.7;3.1;16.4;0;1.4;1434;28304;7909;15546;2855;29.1;35.8;17.4;28.6;24.7;19.9;9.3;17.5;0.8;70;8.5;2.7;0.5;43.2;1096;75.7;16.1;8.1;0;8.4;406.857.788.945;-738.747.738.693;NY;40.6857788945 -73.8747738693
1070;36047117800;Kings;Brooklyn;1665;843;822;51;2.2;26.8;0;15;757;36061;15108;17311;3104;24.8;38.6;9.5;34.1;26.2;13.8;16.3;19.2;0;71.6;9.2;0;0;43.8;694;90.5;7.6;1.9;0;8.2;406.812.562.814;-738.747.738.693;NY;40.6812562814 -73.8747738693
1072;36047118201;Kings;Brooklyn;3054;1506;1548;73.4;6.1;14.9;0;4.4;1602;42301;6472;16520;2192;19.9;28;17.2;34.6;23.7;6.5;18.1;16.4;1.4;77.5;2.2;0.8;1.7;40.7;1345;87.2;8;4.8;0;5.5;406.857.788.945;-738.716.080.402;NY;40.6857788945 -73.8716080402
1073;36047118202;Kings;Brooklyn;2765;1323;1442;76.4;6.4;12.5;0;3.8;1660;46048;13456;21315;6320;27.5;32.7;20.1;29.5;25.3;9.2;16;23;1.7;68.3;2.9;0;4.1;40.9;1188;79.5;14.2;5.8;0.4;6.8;40.688.040.201;-738.684.422.111;NY;40.688040201 -73.8684422111
1074;36047118400;Kings;Brooklyn;5428;2339;3089;65.3;6.2;11.1;0;12.3;2449;50319;5885;15391;1819;25;29.8;20.2;36.3;19.1;10.4;14.1;18.2;3.8;66.7;3.5;5.7;2.1;40.5;2382;81.7;14;4.3;0;5.3;406.835.175.879;-738.716.080.402;NY;40.6835175879 -73.8716080402
1075;36047118600;Kings;Brooklyn;2790;1393;1397;52.1;5.7;27.4;0.9;8.9;1492;41471;13685;14400;2794;35.5;43;13.4;27;37.5;6.3;15.8;19.2;2.5;75.9;0.8;0;1.5;43.8;1016;86.4;9.4;4.1;0;9.4;406.812.562.814;-738.684.422.111;NY;40.6812562814 -73.8684422111
1076;36047118800;Kings;Brooklyn;4519;2179;2340;25.3;3.3;59.4;0;10.3;2195;30699;10186;13864;2805;32.2;43.2;9.9;28;31.8;17;13.3;15.7;5.4;76.4;1.1;0;1.4;41;1764;87.7;6.8;5.5;0;7.6;406.789.949.749;-738.684.422.111;NY;40.6789949749 -73.8684422111
1077;36047119000;Kings;Brooklyn;2611;1227;1384;53.1;0.6;34.9;0;4.6;1417;30565;8231;10655;1905;44.7;48.4;6.7;46.6;20.4;10;16.3;16.4;0.9;74.6;4.3;0;3.9;39.4;822;79.4;13.7;6.8;0;13.1;406.789.949.749;-738.716.080.402;NY;40.6789949749 -73.8716080402
1078;36047119200;Kings;Brooklyn;3231;1552;1679;38.7;2.9;49;0;6.7;1779;43182;9430;16400;2841;37.4;63.6;21.7;27.6;24.5;12.9;13.3;28.1;1.3;65;5.6;0;0;38.6;1240;78.6;16.8;4.6;0;9.7;406.767.336.683;-738.779.396.985;NY;40.6767336683 -73.8779396985
1079;36047119400;Kings;Brooklyn;3626;1360;2266;29.9;0;68.5;0;1.4;1855;32136;13119;15511;3633;28.6;40.6;20.3;30;35.4;6.5;7.9;21.4;3.3;69.5;2.7;0.7;2.4;38.8;1355;80.3;16.6;3.1;0;7.9;406.722.110.553;-738.779.396.985;NY;40.6722110553 -73.8779396985
1080;36047119600;Kings;Brooklyn;4864;2379;2485;22.6;0.6;57.6;0.6;16.1;2822;32115;8819;16240;2041;24.1;26.2;17.3;39.3;20.4;8.7;14.3;23.8;3.6;63.5;4;1.5;3.5;40.4;1994;85.1;11.3;3.7;0;7.2;406.744.723.618;-738.747.738.693;NY;40.6744723618 -73.8747738693
